Color,Style,Pattern Type,Type,Fabric,Material,Composition,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.71,69.0,dresses,100.0,,,,,,,,,,,,
Light Grey ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.88,39.0,dresses,60.0,5.0,35.0,,,,,,,,,,
Apricot ,Elegant ,Plain ,A Line ,Slight Stretch ,Satin ,100% Polyester ,Hand wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,,,,,,,,,,,,
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,69.0,dresses,100.0,,,,,,,,,,,,
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,A Line ,High Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.89,109.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Hand wash or professional dry clean ,4.77,29.0,dresses,96.0,4.0,,,,,,,,,,,
Black and White ,Elegant ,Plaid ,Pinafore ,Non-Stretch ,Tweed ,100% Polyester ,"Hand wash,do not dry clean ",5.0,89.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Leopard Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.9,59.0,dresses,100.0,,,,,,,,,,,,
Apricot ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Hand wash or professional dry clean ,4.92,39.0,dresses,67.0,4.0,29.0,,,,,,,,,,
Black ,Casual ,Plain ,Pinafore ,Non-Stretch ,Corduroy ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.85,49.0,dresses,97.0,3.0,,,,,,,,,,,
Brown ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,59.0,dresses,100.0,,,,,,,,,,,,
Brown ,Casual ,Plain ,A Line ,Non-Stretch ,Corduroy ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,4.89,79.0,dresses,97.0,3.0,,,,,,,,,,,
White ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0.0,69.0,dresses,95.0,5.0,,,,,,,,,,,
Beige ,Casual ,Plain ,Tank ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.69,69.0,dresses,96.0,4.0,,,,,,,,,,,
Mocha Brown ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"75% Polyester, 20% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.94,63.0,dresses,75.0,5.0,20.0,,,,,,,,,,
Green ,Elegant ,Plain ,A Line ,Medium Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,79.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Boho ,Paisley ,A Line ,Slight Stretch ,Composite Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,59.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Chevron ,A Line ,Slight Stretch ,Knitted Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.91,59.0,dresses,96.0,4.0,,,,,,,,,,,
Black ,Elegant ,Plaid ,A Line ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,79.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,99.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,89.0,dresses,100.0,,,,,,,,,,,,
Green ,Casual ,Plain ,Tee ,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.86,69.0,dresses,97.0,3.0,,,,,,,,,,,
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.98,79.0,dresses,100.0,,,,,,,,,,,,
Brown ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,49.0,dresses,100.0,,,,,,,,,,,,
Beige ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.89,89.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,"85% Polyester, 15% Spandex ",Machine wash or professional dry clean ,4.88,179.0,dresses,85.0,,,15.0,,,,,,,,,
Apricot ,Party ,Plain ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,119.0,dresses,100.0,,,,,,,,,,,,
Black ,Boho ,Floral ,Smock ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.97,59.0,dresses,95.0,5.0,,,,,,,,,,,
Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,69.0,dresses,100.0,,,,,,,,,,,,
Baby Blue ,Elegant ,Plaid ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.9,139.0,dresses,100.0,,,,,,,,,,,,
Black ,Sexy ,Heart ,A Line ,Non-Stretch ,Mesh Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,Hand wash or professional dry clean ,4.93,69.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.87,139.0,dresses,100.0,,,,,,,,,,,,
Black ,Cute ,Plain ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,69.0,dresses,95.0,5.0,,,,,,,,,,,
Dusty Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Mesh Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.97,119.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.85,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Heart ,Shirt ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,59.0,dresses,97.0,3.0,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.86,69.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Casual ,Leopard Print ,Smock ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.73,69.0,dresses,100.0,,,,,,,,,,,,
Navy Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.85,79.0,dresses,,,100.0,,,,,,,,,,
Black ,Casual ,Plain ,Bodycon ,Non-Stretch ,Fabric ,"92% Cotton, 8% Elastane ",Machine wash or professional dry clean ,4.93,47.0,dresses,,8.0,,,92.0,,,,,,,,
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"98% Polyester, 2% Spandex ",Machine wash or professional dry clean ,4.9,109.0,dresses,98.0,,,2.0,,,,,,,,,
Multicolor ,Sexy ,"Letter, Graphic ",Cami ,Slight Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0.0,29.0,dresses,92.0,8.0,,,,,,,,,,,
Navy Blue ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,119.0,dresses,100.0,,,,,,,,,,,,
Apricot ,Casual ,Plain ,Tee ,Medium Stretch ,Knitted Fabric ,"60% Polyester, 35% Rayon, 5% Elastane ",Machine wash or professional dry clean ,4.87,49.0,dresses,60.0,5.0,,,,,,35.0,,,,,
Brown ,Casual ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.85,69.0,dresses,97.0,,,3.0,,,,,,,,,
Dark Green ,Party ,Plain ,Fitted ,Medium Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",4.88,179.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Colorblock ,Tunic ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.79,49.0,dresses,95.0,5.0,,,,,,,,,,,
Hot Pink ,Party ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses,97.0,3.0,,,,,,,,,,,
White ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,55.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Elegant ,Graphic ,Fitted ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.82,29.0,dresses,97.0,3.0,,,,,,,,,,,
Mint Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,79.0,dresses,100.0,,,,,,,,,,,,
Baby Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.85,99.0,dresses,100.0,,,,,,,,,,,,
Yellow ,Cute ,Gingham ,Smock ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,59.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,49.0,dresses,95.0,5.0,,,,,,,,,,,
Camel ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"80% Viscose, 20% Polyamide ",Hand wash or professional dry clean ,4.94,89.0,dresses,,,80.0,,,,20.0,,,,,,
Black ,Boho ,Floral ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.97,149.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Elegant ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,39.0,dresses,100.0,,,,,,,,,,,,
Green ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.9,69.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Geometric ,Tee ,Slight Stretch ,Knitted Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,59.0,dresses,62.0,4.0,,,34.0,,,,,,,,
Coffee Brown ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.73,59.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.74,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Modest ,Colorblock ,Tunic ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.84,49.0,dresses,97.0,,,3.0,,,,,,,,,
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,4.91,39.0,dresses,,6.0,94.0,,,,,,,,,,
Multicolor ,Casual ,Letter ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",4.83,59.0,dresses,100.0,,,,,,,,,,,,
Beige ,Boho ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Fabric ,"98% Polyester, 2% Spandex ",Machine wash or professional dry clean ,4.91,69.0,dresses,98.0,,,2.0,,,,,,,,,
Brown ,Casual ,Plaid ,Pinafore ,Non-Stretch ,Fabric ,"65% Cotton, 35% Polyester ","Machine wash, do not dry clean ",4.44,69.0,dresses,35.0,,,,65.0,,,,,,,,
Rust Brown ,Elegant ,Plain ,Fitted ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.91,79.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Casual ,Plain ,A Line ,Slight Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.48,59.0,dresses,100.0,,,,,,,,,,,,
Mint Green ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.85,129.0,dresses,95.0,5.0,,,,,,,,,,,
Teal Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Dusty Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,99.0,dresses,100.0,,,,,,,,,,,,
Blue ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.82,49.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,259.0,dresses,100.0,,,,,,,,,,,,
Black ,Boho ,All Over Print ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,A Line ,Medium Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,49.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Casual ,Plain ,Tank ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,0.0,49.0,dresses,95.0,,,5.0,,,,,,,,,
Purple ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.79,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.91,39.0,dresses,94.0,6.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Tee ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ","Hand wash,do not dry clean ",4.8,39.0,dresses,97.0,,,3.0,,,,,,,,,
Black and White ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,59.0,dresses,100.0,,,,,,,,,,,,
Grey ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.92,39.0,dresses,96.0,4.0,,,,,,,,,,,
Teal Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,5.0,69.0,dresses,97.0,3.0,,,,,,,,,,,
Navy Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.76,89.0,dresses,100.0,,,,,,,,,,,,
Dusty Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"62% Viscose, 30% Polyamide, 8% Elastane ",Machine wash or professional dry clean ,4.9,69.0,dresses,,8.0,62.0,,,,30.0,,,,,,
Black ,Boho ,Geometric ,Smock ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.85,79.0,dresses,,,100.0,,,,,,,,,,
Blue and White ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,49.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Chocolate Brown ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.84,39.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.83,59.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Elegant ,Tie Dye ,Cami ,Medium Stretch ,Flannelette ,100% Polyester ,"Hand wash,do not dry clean ",4.85,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,59.0,dresses,95.0,5.0,,,,,,,,,,,
Brown ,Elegant ,Marble ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,5.0,79.0,dresses,97.0,3.0,,,,,,,,,,,
Hot Pink ,Cute ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.85,49.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,79.0,dresses,100.0,,,,,,,,,,,,
Burgundy ,Elegant ,Plain ,A Line ,Slight Stretch ,Satin ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.92,169.0,dresses,95.0,,,5.0,,,,,,,,,
Baby Blue ,Elegant ,Plaid ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.9,139.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.77,89.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Casual ,Plain ,Tank ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,69.0,dresses,100.0,,,,,,,,,,,,
Khaki ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,4.92,89.0,dresses,95.0,,,5.0,,,,,,,,,
Coffee Brown ,Casual ,Leopard Print ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",4.98,59.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,99.0,dresses,100.0,,,,,,,,,,,,
Dark Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Satin ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean ",4.83,69.0,dresses,92.0,8.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.93,99.0,dresses,100.0,,,,,,,,,,,,
Burnt Orange ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,79.0,dresses,100.0,,,,,,,,,,,,
Mauve Purple ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"55% Polyester, 43% Viscose, 2% Elastane ",Machine wash or professional dry clean ,4.95,69.0,dresses,55.0,2.0,43.0,,,,,,,,,,
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,49.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Casual ,Letter ,Bodycon ,Slight Stretch ,Knitted Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,4.95,49.0,dresses,98.0,2.0,,,,,,,,,,,
Green ,Elegant ,Plain ,Fitted ,High Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",4.82,49.0,dresses,60.0,5.0,35.0,,,,,,,,,,
Multicolor ,Casual ,Colorblock ,Tee ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,4.85,59.0,dresses,97.0,,,3.0,,,,,,,,,
Black ,Sexy ,Plain ,Tank ,Medium Stretch ,Knitted Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0.0,39.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,A Line ,High Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.86,89.0,dresses,95.0,,,5.0,,,,,,,,,
Mocha Brown ,Casual ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"60% Polyester, 30% Viscose, 10% Elastane ","Hand wash,do not dry clean ",4.85,59.0,dresses,60.0,10.0,30.0,,,,,,,,,,
Blue ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.86,159.0,dresses,100.0,,,,,,,,,,,,
Purple ,Party ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,Hand wash or professional dry clean ,4.93,129.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Floral ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,59.0,dresses,100.0,,,,,,,,,,,,
Rust Brown ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.9,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Cami ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,49.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Boho ,Floral ,A Line ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,79.0,dresses,95.0,5.0,,,,,,,,,,,
Dusty Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,99.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0.0,209.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,"Geometric, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,59.0,dresses,100.0,,,,,,,,,,,,
Coffee Brown ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,39.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Elegant ,Floral ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,89.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Bodycon ,Non-Stretch ,Fabric ,"92% Cotton, 8% Elastane ",Machine wash or professional dry clean ,4.93,47.0,dresses,,8.0,,,92.0,,,,,,,,
Purple ,Casual ,Plain ,Tunic ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,89.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",5.0,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.94,59.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,19.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Casual ,"Colorblock, Leopard Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.91,69.0,dresses,95.0,5.0,,,,,,,,,,,
Navy Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Lace ,"94% Polyamide, 6% Elastane ","Hand wash,do not dry clean ",5.0,179.0,dresses,,6.0,,,,,94.0,,,,,,
Black ,Casual ,Plants ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,Machine wash or professional dry clean ,4.91,47.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Bodycon ,High Stretch ,Metallic ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.87,119.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Boho ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,Machine wash or professional dry clean ,4.91,99.0,dresses,100.0,,,,,,,,,,,,
